Epoch,Train_Loss,Val_Loss,Val_mIoU,Val_Pixel_Acc,mAcc
1,5.444790363311768,N/A,N/A,N/A,
2,4.154632021219302,N/A,N/A,N/A,
3,2.9940170767979746,N/A,N/A,N/A,
4,2.639998795130314,N/A,N/A,N/A,
5,2.457529697662745,2.221233102812696,31.571521759033203,69.76683044433594,44.5776252746582
6,2.3468628105444784,N/A,N/A,N/A,
7,2.247677887097383,N/A,N/A,N/A,
8,2.150396023805325,N/A,N/A,N/A,
9,2.0875804133904285,N/A,N/A,N/A,
10,2.0196195588662076,2.0148125682304157,38.312957763671875,71.81180572509766,54.9835090637207
11,1.9839663471166904,N/A,N/A,N/A,
12,1.934060736344411,N/A,N/A,N/A,
13,1.8939202382014348,N/A,N/A,N/A,
14,1.8787759362887113,N/A,N/A,N/A,
15,1.8203970105984273,1.9673814310956357,40.49517822265625,73.08857727050781,56.62548065185547
16,1.775024447685633,N/A,N/A,N/A,
17,1.7700540545659187,N/A,N/A,N/A,
18,1.7391342302927604,N/A,N/A,N/A,
19,1.7244162081907957,N/A,N/A,N/A,
20,1.7170264319731638,1.9024197619352767,43.6351432800293,75.59619903564453,59.98753356933594
21,1.6976645634724543,N/A,N/A,N/A,
22,1.6712721513632016,N/A,N/A,N/A,
23,1.6452640604514341,N/A,N/A,N/A,
24,1.6400832598790145,N/A,N/A,N/A,
25,1.62894761409515,1.9152625621254764,43.969207763671875,76.3766860961914,58.90394592285156
26,1.6171596344464865,N/A,N/A,N/A,
27,1.5708720894196095,N/A,N/A,N/A,
28,1.5784935381932137,N/A,N/A,N/A,
29,1.5416470674368052,N/A,N/A,N/A,
30,1.5423662112309382,1.9239609410513694,43.717796325683594,76.44129943847656,59.01639938354492
31,1.5429877260556588,N/A,N/A,N/A,
32,1.5303367250240767,N/A,N/A,N/A,
33,1.516163740784694,N/A,N/A,N/A,
34,1.4816260857459826,N/A,N/A,N/A,
35,1.4906190221126263,1.909711932958062,45.1736946105957,77.31532287597656,61.303157806396484
36,1.4556154654576228,N/A,N/A,N/A,
37,1.4490310633793855,N/A,N/A,N/A,
38,1.4571841057294455,N/A,N/A,N/A,
39,1.4502648096054027,N/A,N/A,N/A,
40,1.457274759045014,1.9315247375573685,45.2972297668457,77.33131408691406,59.34611511230469
41,1.4326870005864363,N/A,N/A,N/A,
42,1.419300839304924,N/A,N/A,N/A,
43,1.367479336949495,N/A,N/A,N/A,
44,1.3825167207381663,N/A,N/A,N/A,
45,1.3737769852846096,1.9241441888595694,45.3632926940918,77.30443572998047,61.072837829589844
46,1.3770891282802973,N/A,N/A,N/A,
47,1.3621757198602726,N/A,N/A,N/A,
48,1.3582599357916758,N/A,N/A,N/A,
49,1.3452512958110907,N/A,N/A,N/A,
50,1.334795139156855,1.9199229790203607,45.30006790161133,77.60245513916016,60.41905212402344
51,1.3279511810113223,N/A,N/A,N/A,
52,1.3192148533387063,N/A,N/A,N/A,
53,1.3341899006030498,N/A,N/A,N/A,
54,1.3082807125189366,N/A,N/A,N/A,
55,1.3058332369113579,1.937307129155344,45.357200622558594,77.7618179321289,60.255218505859375
56,1.2915687759717305,N/A,N/A,N/A,
57,1.287392597932082,N/A,N/A,N/A,
58,1.2868915589956136,N/A,N/A,N/A,
59,1.2729654990327663,N/A,N/A,N/A,
60,1.2662538175399487,1.9440625994952756,45.7248649597168,77.67318725585938,59.364585876464844
61,1.2544680616030326,N/A,N/A,N/A,
62,1.2453926039429812,N/A,N/A,N/A,
63,1.257468041510154,N/A,N/A,N/A,
64,1.247228009196428,N/A,N/A,N/A,
65,1.2445387788690054,1.9602586288950337,45.100162506103516,77.2072525024414,61.217926025390625
66,1.245817176042459,N/A,N/A,N/A,
67,1.2387192480457134,N/A,N/A,N/A,
68,1.222384590177964,N/A,N/A,N/A,
69,1.230974796299751,N/A,N/A,N/A,
70,1.2249303213678873,1.9962246578131149,46.218082427978516,78.54196166992188,59.993141174316406
71,1.2351061516465285,N/A,N/A,N/A,
72,1.1979034774196453,N/A,N/A,N/A,
73,1.1969872168623483,N/A,N/A,N/A,
74,1.1959746768459296,N/A,N/A,N/A,
75,1.1988565041086612,1.9800697378258207,45.87815475463867,77.82989501953125,60.7343864440918
76,1.195608804241205,N/A,N/A,N/A,
77,1.1909805750235534,N/A,N/A,N/A,
78,1.180878803707086,N/A,N/A,N/A,
79,1.1783936927333856,N/A,N/A,N/A,
80,1.1860923954309561,2.002561561207273,45.83000946044922,77.5837631225586,60.80598831176758
81,1.1687337301480465,N/A,N/A,N/A,
82,1.1748409523413732,N/A,N/A,N/A,
83,1.174001351572,N/A,N/A,N/A,
84,1.1592420985301335,N/A,N/A,N/A,
85,1.1436339716116588,2.008331982057486,46.3021354675293,78.55193328857422,60.63343811035156
86,1.1415856916170855,N/A,N/A,N/A,
87,1.1473256869193835,N/A,N/A,N/A,
88,1.1457921874064665,N/A,N/A,N/A,
89,1.1542585276258297,N/A,N/A,N/A,
90,1.1483312751620243,2.0171948706925806,46.252197265625,78.21695709228516,60.815547943115234
91,1.119686826490439,N/A,N/A,N/A,
92,1.122006818270072,N/A,N/A,N/A,
93,1.1267171196448498,N/A,N/A,N/A,
94,1.1311182666283388,N/A,N/A,N/A,
95,1.1209966635856874,2.0200997697773264,45.734004974365234,78.07778930664062,61.4870491027832
96,1.11433356656478,N/A,N/A,N/A,
97,1.1035465687895432,N/A,N/A,N/A,
98,1.1036624654363363,N/A,N/A,N/A,
99,1.105455952195021,N/A,N/A,N/A,
100,1.1039839696425657,2.0139843857110438,46.43989944458008,78.40998840332031,60.3431396484375
101,1.1063647222442505,N/A,N/A,N/A,
102,1.098740881261153,N/A,N/A,N/A,
103,1.1042343433468769,N/A,N/A,N/A,
104,1.093970163892477,N/A,N/A,N/A,
105,1.0892982066441805,2.033125437017697,46.174259185791016,78.44610595703125,59.880889892578125
106,1.0820676199136636,N/A,N/A,N/A,
107,1.0932642998985755,N/A,N/A,N/A,
108,1.079252577936038,N/A,N/A,N/A,
109,1.087053150129624,N/A,N/A,N/A,
